"NºDePatrimonio";"DescrDoBem";"Fornecedor";"Marca";"Comentarios";"FormaAquis";"DocDeEntrada";"DataAquis";"ValorAquis";"CódigoDoFuncionário";"NúmeroDoDepartamento";"CódigoDaCategoriaDoBem";"CódDoGrupoDoBem";"SituaçAtualDoBem"
1584;"Microfone";"Carlos Manoel de Souza - Me";"Shure";"Modelo - 8800";;"NF Nº 038";"17/08/07";"130,00";4;33;1;3;"Ativo"
1585;"Microfone";"Carlos Manoel de Souza - Me";"Shure";"Modelo - 8800";;"NF Nº 038";"17/08/07";"130,00";4;33;1;3;"Ativo"
1586;"Microfone";"Carlos Manoel de Souza - Me";"Shure";"Modelo - 8800";;"NF Nº 038";"17/08/07";"130,00";4;33;1;3;"Ativo"
1721;"Tratado de Direito Municipal";"Comercial de Livro Barão Ltda - ME";;"3ª Edição - Autor Petrônio Braz";;"NF Nº 000878";"06/07/09";"144,00";16;7;1;5;"Ativo"
1722;"Tratado de Direito Municipal";"Comercial de Livro Barão Ltda - ME";;"3ª Edição - Autor Petrônio Braz";;"NF Nº 000878";"06/07/09";"144,00";16;7;1;5;"Ativo"
1646;"Impressora";"Vitor M.iyamoto - ME";"HP";"PhotoSmart C4480";;"NF Nº 000174";"31/12/08";"390,00";55;40;1;4;"Ativo"
1647;"Roteador Linksys";"Marcelo Mititaka Sasaki - Informática - ME";;"300mbps";;"NF Nº 000096";"12/02/09";"1.300,00";55;40;1;4;"Baixado"
1648;"Mesa";"Ideal Line Móveis para Escritório Ltda - ME";;"1,20m - 02 gavetas";;"NF Nº 000018";"26/02/09";"195,00";56;40;1;1;"Ativo"
1649;"Mesa";"Ideal Line Móveis para Escritório Ltda - ME";;"Em L - 1,20m - 02 gavetas - suporte para teclado";"Comprado";"NF Nº 000018";"26/02/09";"406,51";14;1;1;1;"Ativo"
1650;"Mesa";"Ideal Line Móveis para Escritório Ltda - ME";;"1,40m - 02 gavetas";;"NF Nº 000018";"26/02/09";"218,55";4;6;1;1;"Ativo"
1651;"Mesa";"Ideal Line Móveis para Escritório Ltda - ME";;"1,40m - 02 gavetas";;"NF Nº 000018";"26/02/09";"218,55";2;8;1;1;"Ativo"
1652;"Mesa";"Ideal Line Móveis para Escritório Ltda - ME";;"1,40m - 02 gavetas";;"NF Nº 000018";"26/02/09";"218,55";28;1;1;1;"Ativo"
1653;"Mesa";"Ideal Line Móveis para Escritório Ltda - ME";;"1,40m - 02 gavetas";;"NF Nº 000018";"26/02/09";"218,55";27;8;1;1;"Ativo"
1654;"Mesa";"Ideal Line Móveis para Escritório Ltda - ME";;"1,40m - 02 gavetas";;"NF Nº 000018";"26/02/09";"218,55";30;2;1;1;"Ativo"
1655;"Mesa";"Ideal Line Móveis para Escritório Ltda - ME";;"1,40m - 02 gavetas";;"NF Nº 000018";"26/02/09";"218,55";1;8;1;1;"Ativo"
1656;"Cadeira";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo: secretária - preta";;"NF Nº 000018";"26/02/09";"70,00";55;40;1;1;"Baixado"
1657;"Cadeira";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo: secretária - preta";;"NF Nº 000018";"26/02/09";"70,00";55;39;1;1;"Baixado"
1658;"Cadeira";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo: secretária - preta";;"NF Nº 000018";"26/02/09";"70,00";55;40;1;1;"Baixado"
1659;"Cadeira";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo: secretária - preta";;"NF Nº 000018";"26/02/09";"70,00";55;42;1;1;"Ativo"
1660;"Cadeira";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo: Caixa";;"NF Nº 000018";"26/02/09";"135,00";22;35;1;1;"Ativo"
1615;"Refrigerador Compacto";"Arthur Ludgren Tecidos S/A";"Consul";"Modelo: CRC12A BC 110v";;"NF Nº 004542";"28/12/07";"799,00";55;40;1;3;"Ativo"
1616;"Refrigerador Compacto";"Arthur Ludgren Tecidos S/A";"Consul";"Modelo: CRC12A BC 110v";;"NF Nº 004542";"28/12/07";"799,00";53;26;1;3;"Ativo"
1618;"Ventilador";"Arthur Ludgren Tecidos S/A";;"Modelo: VE - 40";;"NF Nº 005102";"29/02/08";"129,00";55;40;1;3;"Baixado"
1619;"Ventilador";"Arthur Ludgren Tecidos S/A";"Arno";"Modelo: VE - 40";;"NF Nº 005102";"29/02/08";"129,00";55;40;1;1;"Ativo"
1620;"Impressora";"Vitor Miyamoto - Me";;"LaserJet E-120";;"NF Nº 000090";"03/04/08";"250,00";55;40;1;4;"Ativo"
1621;"Impressora";"Vitor Miyamoto - Me";;"LaserJet E-120";;"NF Nº 000090";"03/04/08";"250,00";55;40;1;4;"Baixado"
1622;"Impressora";"Vitor Miyamoto - Me";;"LaserJet E-120";;"NF Nº 000090";"03/04/08";"250,00";55;40;1;4;"Baixado"
1623;"Impressora";"Vitor Miyamoto - ME";;"LaserJet E-120";;"NF Nº 000090";"03/04/08";"250,00";55;42;1;4;"Ativo"
1624;"Câmera Collor";"Wellington Bittencourt - ME";;"Top Way";;"NF Nº 000004";"24/07/08";"110,00";55;6;1;4;"Ativo"
1625;"Câmera Collor";"Wellington Bittencourt - ME";;"Top Way";;"NF Nº 000004";"24/07/08";"110,00";55;6;1;4;"Ativo"
1626;"Câmera Collor";"Wellington Bittencourt - ME";;"Top Way";;"NF Nº 000004";"24/07/08";"110,00";55;6;1;4;"Ativo"
1627;"Câmera Collor";"Wellington Bittencourt - ME";;"Top Way";;"NF Nº 000004";"24/07/08";"110,00";55;6;1;4;"Ativo"
1628;"Câmera Collor";"Wellington Bittencourt - ME";;"Top Way";;"NF Nº 000004";"24/07/08";"110,00";4;32;1;4;"Ativo"
1629;"Câmera Collor";"Wellington Bittencourt - ME";;"Top Way";;"NF Nº 000004";"24/07/08";"110,00";55;6;1;4;"Ativo"
1630;"Câmera Collor";"Wellington Bittencourt - ME";;"Top Way";;"NF Nº 000004";"24/07/08";"110,00";55;6;1;4;"Ativo"
1631;"Câmera Collor";"Wellington Bittencourt - ME";;"Top Way";;"NF Nº 000004";"24/07/08";"110,00";55;6;1;4;"Ativo"
1587;"Microfone";"Carlos Manoel de Souza - Me";"Shure";"Modelo - 8800";;"NF Nº 038";"17/08/07";"130,00";4;33;1;3;"Ativo"
1588;"Microfone";"Carlos Manoel de Souza - Me";"Shure";"Modelo - 8800";;"NF Nº 038";"17/08/07";"130,00";4;33;1;3;"Ativo"
1589;"Livro";"Estância das Letras - Livraria, papelaria e café Ltda";;"Direito Municipal Brasileiro";;"NF Nº 042";"01/10/07";"110,00";16;7;1;5;"Ativo"
1590;"Ventilador";"Lojas Cem S/A";;"Modelo FD40";;"NF Nº 088";"24/10/07";"149,60";55;40;1;1;"Baixado"
1591;"Ventilador";"Lojas Cem S/A";;"Modelo FD40";;"NF Nº 088";"24/10/07";"149,60";55;40;1;1;"Baixado"
1592;"Ventilador";"Lojas Cem S/A";;"Modelo FD40";;"NF Nº 088";"24/10/07";"149,60";55;40;1;1;"Baixado"
1593;"Ventilador";"Lojas Cem S/A";;"Modelo FD40";;"NF Nº 088";"24/10/07";"149,60";55;40;1;1;"Ativo"
1594;"Protocolador";"RELONORTE - Comercial Ltda. - Me";"Henry Prot";;;"NF Nº 004323";"11/12/07";"1.040,00";55;39;1;1;"Ativo"
1595;"Microcomputador";"Auana Auana Informática Ltda. - Me";;"Processador Intel Box 775 Dual Core Ez160 1.8 GHZ - Placa Mãe Asus PSGC-MX 1333 - HD 160 Gb Sataz - 01 Gb memória DDRZ 533 Mhz - Floppy 1.44 - Gravador DVD/CD LG - Gabinete ATX Sdow Clusb preto - Teclado multimídia - caixa de som - mouse óptico.";;"NF Nº 000008";"14/12/07";"1.230,00";55;42;1;4;"Ativo"
1596;"Microcomputador";"Auana Auana Informática Ltda. - Me";;"Processador Intel Box 775 Dual Core Ez160 1.8 GHZ - Placa Mãe Asus PSGC-MX 1333 - HD 160 Gb Sataz - 01 Gb memória DDRZ 533 Mhz - Floppy 1.44 - Gravador DVD/CD LG - Gabinete ATX Sdow Clusb preto - Teclado multimídia - caixa de som - mouse óptico.";;"NF Nº 000008";"14/12/07";"1.230,00";55;39;1;4;"Ativo"
1597;"Monitor";"Auana Auana Informática Ltda. - Me";"LG";"Monitor LCD 17"" - L177WS-BF";;"NF Nº 000008";"14/12/07";"650,00";55;40;1;4;"Ativo"
1598;"Monitor";"Auana Auana Informática Ltda. - Me";"LG";"Monitor LCD 17"" - L177WS-BF";;"NF Nº 000008";"14/12/07";"650,00";19;7;1;4;"Baixado"
1599;"Monitor";"Auana Auana Informática Ltda. - Me";"LG";"Monitor LCD 17"" - L177WS-BF";"Comprado";"NF Nº 000008";"14/12/07";"650,00";6;4;1;4;"Ativo"
1600;"Monitor";"Auana Auana Informática Ltda. - Me";"LG";"Monitor LCD 17"" - L177WS-BF";;"NF Nº 000008";"14/12/07";"650,00";55;39;1;4;"Ativo"
1601;"Monitor";"Auana Auana Informática Ltda. - Me";"LG";"Monitor LCD 17"" - L177WS-BF";"Comprado";"NF Nº 000008";"14/12/07";"650,00";12;41;1;4;"Ativo"
1602;"Monitor";"Auana Auana Informática Ltda. - Me";"LG";"Monitor LCD 17"" - L177WS-BF";"Comprado";"NF Nº 000008";"14/12/07";"650,00";56;40;1;4;"Ativo"
1603;"Monitor";"Auana Auana Informática Ltda. - Me";"LG";"Monitor LCD 17"" - L177WS-BF";;"NF Nº 000008";"14/12/07";"650,00";46;24;1;4;"Ativo"
1604;"Impressora";"Vitor Miyamoto - Me";;"LaserJet E-120";;"NF Nº 000069";"24/12/07";"349,00";8;4;1;4;"Ativo"
1605;"Impressora";"Vitor Miyamoto - Me";;"LaserJet E-120";;"NF Nº 000069";"24/12/07";"349,00";55;40;1;4;"Ativo"
1606;"Refrigerador Compacto";"Arthur Ludgren Tecidos S/A";"Consul";"Modelo: CRC12A BC 110v";;"NF Nº 004542";"28/12/07";"799,00";55;40;1;3;"Ativo"
1607;"Refrigerador Compacto";"Arthur Ludgren Tecidos S/A";"Consul";"Modelo: CRC12A BC 110v";;"NF Nº 004542";"28/12/07";"799,00";55;40;1;3;"Ativo"
1608;"Refrigerador Compacto";"Arthur Ludgren Tecidos S/A";"Consul";"Modelo: CRC12A BC 110v";;"NF Nº 004542";"28/12/07";"799,00";55;40;1;3;"Ativo"
1609;"Refrigerador Compacto";"Arthur Ludgren Tecidos S/A";"Consul";"Modelo: CRC12A BC 110v";;"NF Nº 004542";"28/12/07";"799,00";55;40;1;3;"Ativo"
1610;"Refrigerador Compacto";"Arthur Ludgren Tecidos S/A";"Consul";"Modelo: CRC12A BC 110v";;"NF Nº 004542";"28/12/07";"799,00";55;40;1;3;"Ativo"
1611;"Refrigerador Compacto";"Arthur Ludgren Tecidos S/A";"Consul";"Modelo: CRC12A BC 110v";;"NF Nº 004542";"28/12/07";"799,00";40;18;1;3;"Ativo"
1612;"Refrigerador Compacto";"Arthur Ludgren Tecidos S/A";"Consul";"Modelo: CRC12A BC 110v";;"NF Nº 004542";"28/12/07";"799,00";55;40;1;3;"Ativo"
1613;"Refrigerador Compacto";"Arthur Ludgren Tecidos S/A";"Consul";"Modelo: CRC12A BC 110v";"Comprado";"NF Nº 004542";"28/12/07";"799,00";42;9;1;3;"Ativo"
1614;"Refrigerador Compacto";"Arthur Ludgren Tecidos S/A";"Consul";"Modelo: CRC12A BC 110v";;"NF Nº 004542";"28/12/07";"799,00";55;40;1;3;"Ativo"
2010;"Cadeira";"Ideal Designer Móveis para Escritório Ltda - ME";;"Presidente Lombar Grossa com lâmina";;"NF Nº 000052";"04/02/13";"280,00";22;33;1;1;"Ativo"
2011;"Cadeira";"Ideal Designer Móveis para Escritório Ltda - ME";;"Presidente Lombar Grossa com lâmina";;"NF Nº 000052";"04/02/13";"280,00";22;33;1;1;"Ativo"
2012;"Cadeira";"Ideal Designer Móveis para Escritório Ltda - ME";;"Presidente Lombar Grossa com lâmina";;"NF Nº 000052";"04/02/13";"280,00";22;33;1;1;"Ativo"
2013;"Cadeira";"Ideal Designer Móveis para Escritório Ltda - ME";;"Presidente Lombar Grossa com lâmina";;"NF Nº 000052";"04/02/13";"280,00";22;33;1;1;"Ativo"
2014;"Cadeira";"Ideal Designer Móveis para Escritório Ltda - ME";;"Presidente Lombar Grossa com lâmina";;"NF Nº 000052";"04/02/13";"280,00";36;15;1;1;"Ativo"
2015;"Cadeira";"Ideal Designer Móveis para Escritório Ltda - ME";;"Presidente Lombar Grossa com lâmina";;"NF Nº 000052";"04/02/13";"280,00";38;16;1;1;"Ativo"
2016;"Cadeira";"Ideal Designer Móveis para Escritório Ltda - ME";;"Presidente Lombar Grossa com lâmina";;"NF Nº 000052";"04/02/13";"280,00";40;18;1;1;"Ativo"
2017;"Cadeira";"Ideal Designer Móveis para Escritório Ltda - ME";;"Presidente Lombar Grossa com lâmina";;"NF Nº 000052";"04/02/13";"280,00";43;21;1;1;"Ativo"
2018;"Cadeira";"Ideal Designer Móveis para Escritório Ltda - ME";;"Presidente Lombar Grossa com lâmina";;"NF Nº 000052";"04/02/13";"280,00";33;9;1;1;"Ativo"
2019;"Cadeira";"Ideal Designer Móveis para Escritório Ltda - ME";;"Presidente Lombar Grossa com lâmina";;"NF Nº 000052";"04/02/13";"280,00";39;17;1;1;"Ativo"
2020;"Microcomputador";"Vitor Miyamoto - ME";;"Desktop IntelG440/4GB/HD500GB/DVD-RW - Mouse, teclado, caixa de som";;"NF Nº 000354";"11/01/13";"920,00";44;22;1;1;"Ativo"
2021;"Microcomputador";"Vitor Miyamoto - ME";;"Desktop IntelG440/4GB/HD500GB/DVD-RW - Mouse, teclado, caixa de som";;"NF Nº 000354";"11/01/13";"920,00";55;39;1;1;"Ativo"
2022;"Microcomputador";"Vitor Miyamoto - ME";;"Desktop IntelG440/4GB/HD500GB/DVD-RW - Mouse, teclado, caixa de som";;"NF Nº 000354";"11/01/13";"920,00";55;42;1;1;"Ativo"
1661;"Ventilador";"Grupo Seb do Brasil Produtos Domésticos Ltda";"ARNO";"Modelo: Vitalitê - 40cm - branco";;"NF Nº 328483";"26/02/09";"109,91";22;1;1;1;"Ativo"
1662;"Ventilador";"Grupo Seb do Brasil Produtos Domésticos Ltda";"ARNO";"Modelo: Vitalitê - 40cm - branco";;"NF Nº 328483";"26/02/09";"109,91";55;42;1;1;"Ativo"
1663;"Ventilador";"Grupo Seb do Brasil Produtos Domésticos Ltda";"ARNO";"Modelo: Vitalitê - 40cm - branco";;"NF Nº 328483";"26/02/09";"109,91";24;5;1;1;"Ativo"
1664;"Ventilador";"Grupo Seb do Brasil Produtos Domésticos Ltda";"ARNO";"Modelo: Vitalitê - 40cm - branco";;"NF Nº 328483";"26/02/09";"109,91";55;40;1;1;"Ativo"
1665;"Ventilador";"Grupo Seb do Brasil Produtos Domésticos Ltda";;"40cm - branco";;"NF Nº 328483";"26/02/09";"109,91";55;6;1;1;"Ativo"
1666;"Ventilador";"Grupo Seb do Brasil Produtos Domésticos Ltda";;"40cm - branco";;"NF Nº 328483";"26/02/09";"109,91";55;40;1;1;"Ativo"
1667;"Ventilador";"Grupo Seb do Brasil Produtos Domésticos Ltda";"ARNO";"Modelo: Vitalitê - 40cm - branco";;"NF Nº 328483";"26/02/09";"109,91";8;4;1;1;"Ativo"
1668;"Ventilador";"Grupo Seb do Brasil Produtos Domésticos Ltda";"ARNO";"Modelo: Vitalitê - 40cm - branco";;"NF Nº 328483";"26/02/09";"109,91";55;42;1;1;"Ativo"
1669;"Ventilador";"Grupo Seb do Brasil Produtos Domésticos Ltda";;"40cm - branco";;"NF Nº 328483";"26/02/09";"109,91";8;4;1;1;"Ativo"
1670;"Ventilador";"Grupo Seb do Brasil Produtos Domésticos Ltda";;"40cm - branco";;"NF Nº 328483";"26/02/09";"109,91";8;4;1;1;"Ativo"
1671;"Ventilador";"Grupo Seb do Brasil Produtos Domésticos Ltda";;"40cm - branco";;"NF Nº 328483";"26/02/09";"109,91";55;42;1;1;"Ativo"
1672;"Ventilador";"Grupo Seb do Brasil Produtos Domésticos Ltda";"ARNO";"Modelo: Vitalitê - 40cm - branco";;"NF Nº 328483";"26/02/09";"109,91";33;9;1;1;"Ativo"
1673;"Ventilador";"Grupo Seb do Brasil Produtos Domésticos Ltda";"ARNO";"Modelo: Vitalitê - 40cm - branco";;"NF Nº 328483";"26/02/09";"109,91";55;40;1;1;"Ativo"
1720;"Impressora";"Chess Informática Godoy Ltda - ME";"HP";"Laserjet - Multifuncional M1120";;"NF Nº 000034";"10/06/09";"799,00";12;8;1;4;"Ativo"
1723;"Tratado de Direito Municipal";"Comercial de Livro Barão Ltda - ME";;"3ª Edição - Autor Petrônio Braz";;"NF Nº 000878";"06/07/09";"144,00";16;7;1;5;"Ativo"
1724;"Tratado de Direito Municipal";"Comercial de Livro Barão Ltda - ME";;"3ª Edição - Autor Petrônio Braz";;"NF Nº 000878";"06/07/09";"144,00";16;7;1;5;"Ativo"
1725;"Tratado de Direito Municipal";"Comercial de Livro Barão Ltda - ME";;"3ª Edição - Autor Petrônio Braz";;"NF Nº 000878";"06/07/09";"144,00";16;7;1;5;"Ativo"
1726;"Switch";"Ricomp Informática Ltda - ME";;"8 portas - 10/100";;"NF Nº 000067";"10/08/09";"160,00";55;6;1;4;"Ativo"
1727;"Acess Point";"Ricomp Informática Ltda - ME";;"Wireless";;"NF Nº 000067";"10/08/09";"290,00";4;33;1;4;"Ativo"
1728;"Monitor";"Ricomp Informática Ltda - ME";;"19"" - LCD - Wide";;"NF Nº 000067";"10/08/09";"680,00";55;42;1;4;"Ativo"
1729;"Microcomputador";"Chess Informática Godoy Ltda - ME";;"Processador Intel Dual Core 5200 - Placa mãe onbord socket - LGA 775 - memória de 2048 MB DDR667 - gravador de DVD/CD - Hard disk 320 GB Sata - gabinete ATX 0A Baiss";;"NF Nº 000041";"23/10/09";"999,00";55;39;1;4;"Ativo"
1730;"Monitor";"Chess Informática Godoy Ltda - ME";;"LCD - 19"" Wide Screen";;"NF Nº 000041";"23/10/09";"481,00";55;40;1;4;"Ativo"
1731;"Servidor de Impressão";"Vitor Miyamoto - ME";;"HP Jet direct 170 x";;"NF Nº 000253";"23/10/09";"200,00";55;6;1;4;"Ativo"
1732;"Câmera Digital";"Vitor Miyamoto - ME";"Sony";"Cyber - Shot DSC - W 180 - 10.1 - Megapixel - 200m óptico - 5x, face detection, super steady shot, HD Slideshow com música, cartão de memória 2GB";;"NF Nº 000254";"23/10/09";"880,00";55;6;1;4;"Ativo"
1632;"Câmera Collor";"Wellington Bittencourt - ME";;"Top Way";;"NF Nº 000004";"24/07/08";"110,00";56;40;1;4;"Ativo"
1633;"Câmera Collor";"Wellington Bittencourt - ME";;"Top Way";;"NF Nº 000004";"24/07/08";"110,00";56;40;1;4;"Ativo"
1634;"Câmera Collor";"Wellington Bittencourt - ME";;"Top Way";;"NF Nº 000004";"24/07/08";"110,00";56;40;1;4;"Ativo"
1635;"Câmera Collor";"Wellington Bittencourt - ME";;"Top Way";;"NF Nº 000004";"24/07/08";"110,00";55;6;1;4;"Ativo"
1636;"Microcomputador";"Vitor Miyamoto - ME";;"Proc.Duo Core 2140 Intel - 1GB DDR2 - Floppy Disk 1.44 -  Gravador DVD - RW - Main Board Asus - HD 160 GB Sata - Gab. ATX 4 baias.";;"NF Nº 000138";"11/09/08";"1.010,00";55;42;1;4;"Ativo"
1637;"Impressora";"Ricomp Informática Ltda - ME";"HP";"LaserJet P1005";;"NF Nº 000057";"18/11/08";"299,00";55;40;1;4;"Ativo"
1638;"Microcomputador";"Vitor Miyamoto - ME";;"CPV E2200 Intel, Placa Mãe Onboard - 1GB DDR2 - HD 320G - SATA - Drive 1.44 - Gravador DVD - Teclado - Mouse Óptico.";;"NF Nº 000174";"31/12/08";"1.081,00";55;40;1;4;"Ativo"
1639;"Microcomputador";"Vitor Miyamoto - ME";;"CPV E2200 Intel, Placa Mãe Onboard - 1GB DDR2 - HD 320G - SATA - Drive 1.44 - Gravador DVD - Teclado - Mouse Óptico.";;"NF Nº 000174";"31/12/08";"1.081,00";55;40;1;4;"Baixado"
1640;"Microcomputador";"Vitor Miyamoto - ME";;"CPV E2200 Intel, Placa Mãe Onboard - 1GB DDR2 - HD 320G - SATA - Drive 1.44 - Gravador DVD - Teclado - Mouse Óptico.";;"NF Nº 000174";"31/12/08";"1.081,00";55;40;1;4;"Baixado"
1641;"Monitor";"Vitor Miyamoto - ME";;"LCD - 17""";;"NF Nº 000174";"31/12/08";"399,00";26;37;1;4;"Ativo"
1642;"Monitor";"Vitor Miyamoto - ME";;"LCD - 17""";;"NF Nº 000174";"31/12/08";"399,00";32;12;1;4;"Baixado"
1643;"Monitor";"Vitor Miyamoto - ME";;"LCD - 17""";;"NF Nº 000174";"31/12/08";"399,00";55;40;1;4;"Baixado"
1644;"Impressora";"Vitor Miyamoto - ME";"HP";"PhotoSmart C4480";;"NF Nº 000174";"31/12/08";"390,00";55;40;1;4;"Ativo"
1645;"Impressora";"Vitor Miyamoto - ME";"HP";"PhotoSmart C4480";;"NF Nº 000174";"31/12/08";"390,00";55;40;1;4;"Baixado"
1690;"Longarina";"Ideal Line Móveis para Escritório Ltda - ME";;"5 lugares - azul";;"NF Nº 000027";"16/04/09";"350,00";55;39;1;1;"Baixado"
1691;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";43;21;1;1;"Ativo"
1692;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";56;40;1;1;"Ativo"
1693;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";55;42;1;1;"Ativo"
1694;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";56;40;1;1;"Ativo"
1695;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";56;40;1;1;"Ativo"
1696;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";55;42;1;1;"Ativo"
1697;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";56;40;1;1;"Ativo"
1698;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";55;42;1;1;"Ativo"
1699;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";55;42;1;1;"Ativo"
1700;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";24;5;1;1;"Ativo"
1701;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";55;40;1;1;"Baixado"
1702;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";51;25;1;1;"Ativo"
1703;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";56;40;1;1;"Ativo"
1704;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";42;20;1;1;"Ativo"
1705;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";55;42;1;1;"Ativo"
1706;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";42;20;1;1;"Ativo"
1707;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";44;22;1;1;"Ativo"
1708;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";55;42;1;1;"Ativo"
1709;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";55;42;1;1;"Ativo"
1710;"Cadeira fixa";"Ideal Line Móveis para Escritório Ltda - ME";;"Modelo Sky - verde";;"NF Nº 000027";"16/04/09";"55,00";44;22;1;1;"Ativo"
1711;"Impressora";"Vitor Miyamoto - ME";"HP";"Multifuncional Photosmart - C4480";;"NF Nº 000207";"12/05/09";"330,00";55;42;1;4;"Ativo"
1712;"Impressora";"Vitor Miyamoto - ME";"HP";"Multifuncional Photosmart - C4480";;"NF Nº 000207";"12/05/09";"330,00";55;40;1;4;"Ativo"
1713;"Impressora";"Vitor Miyamoto - ME";"HP";"Multifuncional Photosmart - C4480";;"NF Nº 000207";"12/05/09";"330,00";55;42;1;4;"Ativo"
1714;"Auto Rádio";"Casa Bahia Comercial Ltda";"Buster";"HBD 2200 MP3 FD - C/ Kit - 4 auto falantes - Buster.";;"NF Nº 065380";"18/05/09";"179,00";55;39;1;7;"Baixado"
1715;"Novo Guia de Planos de Saúde";"Livraria Cultura S/A";;;;"NF Nº 585274";"28/05/09";"28,00";56;40;1;5;"Baixado"
1716;"A Defesa da Saúde em Juízo";"Livraria Cultura S/A";;;;"NF Nº 585274";"28/05/09";"58,00";56;40;1;5;"Ativo"
1717;"Contrato";"Livraria Cultura S/A";;;;"NF Nº 585274";"28/05/09";"37,40";16;7;1;5;"Ativo"
1718;"Código de Processo Civil";"Livraria Cultura S/A";;;;"NF Nº 585274";"28/05/09";"219,00";16;7;1;5;"Ativo"
1719;"Código Civil e Legislação Civil em Vigor";"Livraria Cultura S/A";;;;"NF Nº 585274";"28/05/09";"198,00";16;7;1;5;"Ativo"
1674;"Purificador de Água";"Oscar Mamoru Kakeshita - ME";"Purific";"Aparelho Ecológico";;"NF Nº 000031";"27/03/09";"281,00";22;27;1;2;"Ativo"
1675;"Purificador de Água";"Oscar Mamoru Kakeshita - ME";"Purific";"Aparelho Ecológico";;"NF Nº 000031";"27/03/09";"281,00";22;27;1;2;"Baixado"
1676;"Purificador de Água";"Oscar Mamoru Kakeshita - ME";"Purific";"Aparelho Ecológico";;"NF Nº 000031";"27/03/09";"281,00";22;30;1;2;"Ativo"
1677;"Escada";"Marisa Reinoso de Abreu - EPP";;"Extensiva";;"NF Nº 006352";"01/04/09";"191,90";22;30;1;6;"Ativo"
1678;"Cafeteira";"Casa Bahia Comercial Ltda";"Mallory";"Tempus Timer";;"NF Nº 063997";"27/03/09";"99,90";55;39;1;2;"Baixado"
1679;"Liquidificador";"Casa Bahia Comercial Ltda";"ARNO";"8 velocidades";;"NF Nº 063998";"27/03/09";"179,00";22;27;1;2;"Ativo"
1680;"Liquidificador";"Casa Bahia Comercial Ltda";"ARNO";"8 velocidades";;"NF Nº 063999";"27/03/09";"179,00";22;27;1;2;"Ativo"
1681;"Forno Microondas";"Casa Bahia Comercial Ltda";"Consul";"18 litros";;"NF Nº 064000";"27/03/09";"199,00";22;27;1;2;"Baixado"
1682;"Fragmentadora de Papel";"Kalunga Com. E Ind. Gráfica Ltda";"Elgin";"P/ 6 folhas";;"NF Nº 010726";"08/04/09";"79,00";12;41;1;1;"Ativo"
